signal_date,ticker,signal_type,signal_direction,llm_direction,signal_price,catalyst_tag,news_tone,trade_frame_scenario,conviction,raw_conviction,action,regime,sub_regime,factors_json,factor_reasoning_json,confidence_meta_json,return_1d,return_5d,return_20d,evaluated_1d,evaluated_5d,evaluated_20d,barrier_label,barrier_hit_day,barrier_return,barrier_date
2026-05-28,ATKR,10-Q,neutral,bull,82.06,실적,bullish,82.06 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,60,64,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 5.0, ""fundamentals"": 7.0, ""macro_event"": -6.0, ""macro_regime"": 4.0, ""momentum"": 17.0, ""news_tone"": 5.0, ""peer_rank"": 0.0, ""policy_tailwind"": 1.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 5.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-67 / 하드 촉매 2026-05-06"", ""earnings_pattern"": ""연속 상회 2분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""기관 보유 98.3%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +7.1% / SMA50·SMA200 위"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""policy_tailwind"": ""정책 임팩트 +0.09 — 미국 내 철강·알루미늄 생산능력 투자와 연계된 관세조정 신청 절차가 활성화됐다. ATKR는 'tariff_steel' 노출이 있는 전기 인프라 제품 기업으로 미국 금속 공급 확대와 관세 인센티브의 직접 수혜 가능성이 있다."", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 57% (4/7)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8382, ""confidence_penalty"": 0.0545, ""data_quality"": 0.9455, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.6667, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9455, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": null, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""not_refreshed"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_selected"", ""reason"": ""not_refreshed"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",+0.91%,N/A,N/A,True,False,False,pending,,,
2026-05-28,AVAV,8-K,neutral,bull,214.39,기타 공시,neutral,214.39 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,47,50,watch,risk_on,,"{""catalyst_recency"": -5.0, ""earnings_pattern"": -8.0, ""fundamentals"": 7.0, ""macro_event"": 0.0, ""macro_regime"": 4.0, ""momentum"": 16.0, ""news_tone"": 0.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 0.0, ""valuation"": 12.0}","{""catalyst_recency"": ""실적 D-31"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 -0.1% / 연속 미스 3분기"", ""fundamentals"": ""기관 보유 89.3%"", ""macro_event"": ""중동 확전 우려는 방산 수요 기대를 높일 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +14.6% / 상대 거래량 2.50배"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""policy_tailwind"": ""해당 종목 정책 임팩트 미산출"", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 43% (3/7)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8262, ""confidence_penalty"": 0.0545, ""data_quality"": 0.9455, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.6667, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9455, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": null, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""not_refreshed"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_selected"", ""reason"": ""not_refreshed"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-3.34%,N/A,N/A,True,False,False,pending,,,
2026-05-28,CAT,10-Q,bull,neutral,887.67,실적,중립적,887.67 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,65,69,buy,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 8.0, ""fundamentals"": 10.0, ""macro_event"": -6.0, ""macro_regime"": 4.0, ""momentum"": 17.0, ""news_tone"": 0.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 15.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-67 / 하드 촉매 2026-05-06"", ""earnings_pattern"": ""연속 상회 3분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +51.9% / 기관 보유 72.9%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +7.3% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 -0.02 — 철강·알루미늄 미국 내 투자 확대는 산업설비·중장비 수요를 자극할 수 있다. CAT는 'tariff_steel' 및 산업투자 사이클 노출로 간접 수혜 가능성이 있다."", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 86% (19/22)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8437, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.65, ""search_evidence_score"": 0.6295, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 4, ""evidence_status"": ""covered"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": true, ""provider_status"": ""cache_hit"", ""reason"": ""search_evidence_sufficient"", ""source_diversity"": 2, ""threshold"": 0.55, ""would_cap_action"": false}}",-1.33%,N/A,N/A,True,False,False,pending,,,
2026-05-28,COHR,10-Q,bull,bull,376.95,실적,bullish,376.95 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,66,70,buy,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 0.0, ""fundamentals"": 10.0, ""macro_event"": -5.0, ""macro_regime"": 5.0, ""momentum"": 17.0, ""news_tone"": 5.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 15.0, ""signal_track_record"": 15.0, ""valuation"": 10.0}","{""catalyst_recency"": ""하드 촉매 2026-05-06"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +291.3% / 기관 보유 89.3%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +6.2% / SMA50·SMA200 위"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""해당 종목 정책 임팩트 미산출"", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 71% (5/7)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8482, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": null, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""not_refreshed"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_selected"", ""reason"": ""not_refreshed"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-4.11%,N/A,N/A,True,False,False,pending,,,
2026-05-28,DD,10-Q,bull,bull,47.71,실적,bullish,47.71 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,66,70,buy,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 8.0, ""fundamentals"": 10.0, ""macro_event"": 0.0, ""macro_regime"": 3.0, ""momentum"": 17.0, ""news_tone"": 5.0, ""peer_rank"": 8.0, ""policy_tailwind"": -2.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 0.0, ""valuation"": 12.0}","{""catalyst_recency"": ""실적 D-67 / 하드 촉매 2026-05-05"", ""earnings_pattern"": ""연속 상회 4분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +589.5% / 기관 보유 81.0%"", ""macro_event"": ""현재 거시 충격의 직접 업종 영향은 제한적"", ""macro_regime"": ""risk_on 레짐에서 basic materials 섹터 편향 +3"", ""momentum"": ""섹터 대비 +5.1% / SMA50·SMA200 위"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""섹터 peer 대비 저평가이면서 상대 모멘텀이 강합니다"", ""policy_tailwind"": ""정책 임팩트 -0.31 — EU가 요소·암모니아 등 일부 질소계 비료 관세를 1년 정지하면 유럽 비료 원가가 낮아질 수 있다. DD는 화학·소재 기업으로 'tariff_chemicals' 노출이 있어 화학체인 가격 경쟁 심화의 간접 영향을 받을 수 있다."", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""수익률이 확인된 시그널이 부족"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8482, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": null, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""not_refreshed"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_selected"", ""reason"": ""not_refreshed"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",+1.49%,N/A,N/A,True,False,False,pending,,,
2026-05-28,FLNC,10-Q,neutral,bear,21.36,실적,bearish,21.36 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,58,63,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 0.0, ""fundamentals"": 7.0, ""macro_event"": 3.0, ""macro_regime"": -3.0, ""momentum"": 17.0, ""news_tone"": -3.0, ""peer_rank"": 0.0, ""policy_tailwind"": 7.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 5.0, ""signal_track_record"": 15.0, ""valuation"": 8.0}","{""catalyst_recency"": ""하드 촉매 2026-05-06"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.6%"", ""fundamentals"": ""기관 보유 84.3%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 utilities 섹터 편향 -3"", ""momentum"": ""섹터 대비 +82.9% / SMA50·SMA200 위"", ""news_tone"": ""약세 뉴스가 확인돼 보수적으로 반영"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""policy_tailwind"": ""정책 임팩트 +0.87 — DOE가 IRA 기반 추가 대출보증·신용보조 예산 사용 가능성을 재확인했다. FLNC는 'ira_storage_credit' 노출이 있는 계통형 저장장치 기업으로 직접 수혜 기대가 크다."", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 71% (5/7)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.8022, ""confidence_penalty"": 0.0545, ""data_quality"": 0.9455, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.6667, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9455, ""evidence_consistency"": 0.42, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": null, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""not_refreshed"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_selected"", ""reason"": ""not_refreshed"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-11.61%,N/A,N/A,True,False,False,pending,,,
2026-05-28,HUM,10-Q,neutral,bear,308.70,실적,bearish,308.70 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,57,62,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 0.0, ""fundamentals"": 10.0, ""macro_event"": 1.0, ""macro_regime"": 0.0, ""momentum"": 17.0, ""news_tone"": -3.0, ""peer_rank"": 0.0, ""policy_tailwind"": -2.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 5.0, ""signal_track_record"": 15.0, ""valuation"": 8.0}","{""catalyst_recency"": ""실적 D-61 / 하드 촉매 2026-04-29"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +64.9% / 기관 보유 100.1%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 healthcare 섹터 편향 +0"", ""momentum"": ""섹터 대비 +21.3% / SMA50·SMA200 위"", ""news_tone"": ""약세 뉴스가 확인돼 보수적으로 반영"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 -0.31 — DOJ가 의료·PBM·병원 계약 관행을 핵심 집행 우선순위로 재확인했다. HUM은 'healthcare_policy' 노출이 있는 대형 건강보험사로 의료 유통·계약 관행 규제 강화의 간접 리스크가 있다."", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 86% (6/7)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.8002, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.36, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": null, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""not_refreshed"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_selected"", ""reason"": ""not_refreshed"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-1.06%,N/A,N/A,True,False,False,pending,,,
2026-05-28,IONQ,10-Q,bull,bull,70.14,실적,중립,70.14 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,70,73,buy,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 8.0, ""fundamentals"": 2.0, ""macro_event"": -5.0, ""macro_regime"": 5.0, ""momentum"": 17.0, ""news_tone"": 0.0, ""peer_rank"": 8.0, ""policy_tailwind"": 3.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 15.0, ""signal_track_record"": 15.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-68 / 하드 촉매 2026-05-07"", ""earnings_pattern"": ""연속 상회 2분기 / 서프라이즈 추세 개선 / 평균 서프라이즈 +2.9%"", ""fundamentals"": ""선행 EPS 성장 -366.7%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +49.1% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""섹터 peer 대비 저평가이면서 상대 모멘텀이 강합니다"", ""policy_tailwind"": ""정책 임팩트 +0.42 — 상무부가 양자컴퓨팅 리더십 가속을 위해 9개 기업과 총 20.13억달러 규모 의향서를 체결했다. IONQ는 'defense_quantum_funding'·'doe_grants' 노출이 있는 순수 양자컴퓨팅 후보로 직접 수혜 기대가 가장 크다."", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 77% (17/22)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8812, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.9, ""search_evidence_score"": 0.6633, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 3, ""evidence_status"": ""covered"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": true, ""provider_status"": ""cache_hit"", ""reason"": ""search_evidence_sufficient"", ""source_diversity"": 3, ""threshold"": 0.55, ""would_cap_action"": false}}",+2.75%,N/A,N/A,True,False,False,pending,,,
2026-05-28,KEY,10-Q,neutral,bull,21.34,실적,neutral,21.34 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,58,62,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 8.0, ""fundamentals"": 10.0, ""macro_event"": 0.0, ""macro_regime"": 3.0, ""momentum"": 13.0, ""news_tone"": 0.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 0.0, ""valuation"": 12.0}","{""catalyst_recency"": ""하드 촉매 2026-05-05"", ""earnings_pattern"": ""연속 상회 3분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +33.3% / 기관 보유 89.0%"", ""macro_event"": ""현재 거시 충격의 직접 업종 영향은 제한적"", ""macro_regime"": ""risk_on 레짐에서 financial services 섹터 편향 +3"", ""momentum"": ""섹터 대비 -0.3% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 +0.00 — FOMC 의사록 공개는 향후 금리경로 기대에 영향을 주지만, 제공된 요약에는 매파/비둘기파 방향이 명확하지 않다. KEY는 'fed_rate_policy' 노출이 있어 민감하지만 이번 이벤트만으로는 방향성 판정이 어렵다."", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 43% (3/7)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8362, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": null, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""not_refreshed"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_selected"", ""reason"": ""not_refreshed"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-0.05%,N/A,N/A,True,False,False,pending,,,
2026-05-28,KO,10-Q,neutral,bull,80.41,실적,bullish,80.41 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,54,58,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 0.0, ""fundamentals"": 8.0, ""macro_event"": 1.0, ""macro_regime"": -3.0, ""momentum"": 13.0, ""news_tone"": 5.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 5.0, ""signal_track_record"": 5.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-53 / 하드 촉매 2026-04-30"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +10.8% / 기관 보유 68.1%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 consumer defensive 섹터 편향 -3"", ""momentum"": ""섹터 대비 +0.1% / SMA50·SMA200 위"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 -0.05 — FDA가 식품 화학물질 사후평가 프로그램을 확정하고 BHT·ADA 재평가를 시작했다. KO는 식음료 기업으로 'fda_labeling' 및 원재료·포장 규제 민감도가 있어 성분 대체·컴플라이언스 비용 부담의 간접 리스크가 있다."", ""portfolio_risk"": ""risk_on 레짐: 포트폴리오 집중 패널티 비활성"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 55% (12/22)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8402, ""confidence_penalty"": 0.0495, ""data_quality"": 0.9505, ""data_quality_components"": {""analyzer_validation"": 0.92, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9505, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": 0.8065, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 4, ""evidence_status"": ""covered"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""searched"", ""reason"": ""search_evidence_sufficient"", ""source_diversity"": 2, ""threshold"": 0.55, ""would_cap_action"": false}}",-1.74%,N/A,N/A,True,False,False,pending,,,
